report_title,report_url,pdf_filename,page_number,row_number,code_localite,localite,montant_des_credits,montant_des_depots,nombre_guichets,periode
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,49,61,TARGUIST,92830,804197,5,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,50,41,TAROUDANNT,2979609,3750362,20,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,51,680,TATA,198896,460068,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,1,690,TAZA,2420670,9055305,42,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,2,569,TAZARINE,25112,216826,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,3,563,TAZNAKHT,54057,365021,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,4,825,TEMARA,8032184,14625142,85,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,5,30,TEMSIA,48761,234223,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,6,313,TENDRARA,63344,112800,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,7,720,TETOUAN,5980194,20482130,71,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,8,664,THARES-SOUK,29652,268420,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,9,374,TIFLET,849318,2396328,14,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,10,559,TINEGHIR,273145,2157968,9,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,11,226,TINEJDAD,72217,695932,5,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,12,675,TISSA,107887,278555,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,13,797,TITMELLIL,589442,1742041,11,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,14,701,TIZIOUSLI,16336,289285,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,15,750,TIZNIT,1354883,7147387,32,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,16,607,YOUSSOUFIA,449040,1499607,8,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,17,565,ZAGORA,231903,1130111,8,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,18,389,ZAIDA,130114,130239,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,19,519,ZAIO,168205,2264405,8,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,20,99,ZAOUIATCHEIKH,93014,445161,5,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,21,507,ZEGHANGHANE,101790,2000026,7,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",5,22,186,ZMAMRA,192589,851610,5,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 10-2025","https://www.bkam.ma/content/download/839591/9109231/Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf",1,1,10,AGADIR,27221943,39736992,173,10-2025
"Répartition par localités, des guichets, des dépôts et des crédits 10-2025","https://www.bkam.ma/content/download/839591/9109231/Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf",1,2,566,AGDZ,72344,293249,3,10-2025
"Répartition par localités, des guichets, des dépôts et des crédits 10-2025","https://www.bkam.ma/content/download/839591/9109231/Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf",1,3,97,AGHBALA,105486,155696,3,10-2025
"Répartition par localités, des guichets, des dépôts et des crédits 10-2025","https://www.bkam.ma/content/download/839591/9109231/Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf",1,4,493,AGOURAI,50971,350679,3,10-2025
"Répartition par localités, des guichets, des dépôts et des crédits 10-2025","https://www.bkam.ma/content/download/839591/9109231/Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf",1,5,576,AHFIR,191665,2011828,9,10-2025
"Répartition par localités, des guichets, des dépôts et des crédits 10-2025","https://www.bkam.ma/content/download/839591/9109231/Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf",1,6,827,AINATTIG,155589,265003,3,10-2025
"Répartition par localités, des guichets, des dépôts et des crédits 10-2025","https://www.bkam.ma/content/download/839591/9109231/Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf",1,7,583,AINBENIMATHAR,67947,378311,3,10-2025
"Répartition par localités, des guichets, des dépôts et des crédits 10-2025","https://www.bkam.ma/content/download/839591/9109231/Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf",1,8,822,AINELAOUDA,420663,826516,6,10-2025
"Répartition par localités, des guichets, des dépôts et des crédits 10-2025","https://www.bkam.ma/content/download/839591/9109231/Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 10 2025.pdf",1,9,796,AINHARROUDA,849397,1570757,10,10-2025
